,State,Year, Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare
240,IDAHO,2001,2341978,433182,4951659,4426471,4558746,666007,1232331,247740,5286097,310416,2558098,{'Correction Total': 159142},{'Education Total': 1768837},"{'Assistance and Subsidies': 94836, 'Cash and Securities Total': 11467894}",{'Health Total Expenditure': 103705},477235,140233,140233,"{'Intergovernmental Expenditure': 1363445, 'Intergovernmental to Combined and Unallocable': 358148}",385385,"{'Natural Resources Construction': 148907, 'Parks': {'Parks Total Expenditure': 31885}}",45364,42569,{'Highways': {'Highways Total Expenditure': 501659}},{'Utilities Current Operation': 2442728},{'Welfare Institution Total Expenditure': 922920}
241,IDAHO,2002,2544863,402848,5234047,4624686,4375145,47529,1330352,222264,4487672,320988,2271075,{'Correction Total': 171684},{'Education Total': 1829520},"{'Assistance and Subsidies': 108221, 'Cash and Securities Total': 10873988}",{'Health Total Expenditure': 112840},557903,141541,141541,"{'Intergovernmental Expenditure': 1407058, 'Intergovernmental to Combined and Unallocable': 347748}",390763,"{'Natural Resources Construction': 164520, 'Parks': {'Parks Total Expenditure': 40872}}",13295,45973,{'Highways': {'Highways Total Expenditure': 499916}},{'Utilities Current Operation': 2616476},{'Welfare Institution Total Expenditure': 1003118}
242,IDAHO,2003,2602620,449761,5415138,4759455,4616599,807244,1455705,221200,5492993,325471,2344344,{'Correction Total': 164813},{'Education Total': 1886421},"{'Assistance and Subsidies': 118952, 'Cash and Securities Total': 10508819}",{'Health Total Expenditure': 116088},602098,141690,141690,"{'Intergovernmental Expenditure': 1449076, 'Intergovernmental to Combined and Unallocable': 357495}",404692,"{'Natural Resources Construction': 162831, 'Parks': {'Parks Total Expenditure': 29487}}",18397,40953,{'Highways': {'Highways Total Expenditure': 521746}},{'Utilities Current Operation': 2653561},{'Welfare Institution Total Expenditure': 1092616}
243,IDAHO,2004,2383841,539447,5762624,5093039,5309905,1725693,1741394,220800,7112364,366231,2647790,{'Correction Total': 170981},{'Education Total': 2013929},"{'Assistance and Subsidies': 132212, 'Cash and Securities Total': 11735412}",{'Health Total Expenditure': 131165},611969,133790,133790,"{'Intergovernmental Expenditure': 1496785, 'Intergovernmental to Combined and Unallocable': 350866}",450684,"{'Natural Resources Construction': 178812, 'Parks': {'Parks Total Expenditure': 26054}}",12256,43206,{'Highways': {'Highways Total Expenditure': 524242}},{'Utilities Current Operation': 2848421},{'Welfare Institution Total Expenditure': 1212327}
244,IDAHO,2012,3945615,585158,8299878,7077922,7160960,1076382,2515044,299443,8364964,439959,3374291,{'Correction Total': 219222},{'Education Total': 2594692},"{'Assistance and Subsidies': 140238, 'Cash and Securities Total': 14413401}",{'Health Total Expenditure': 116318},1124563,167851,167851,"{'Intergovernmental Expenditure': 1928224, 'Intergovernmental to Combined and Unallocable': 310006}",548241,"{'Natural Resources Construction': 209860, 'Parks': {'Parks Total Expenditure': 33681}}",8309,50131,{'Highways': {'Highways Total Expenditure': 705923}},{'Utilities Current Operation': 4353844},{'Welfare Institution Total Expenditure': 2035877}
245,IDAHO,2013,3647841,555870,8531736,7379112,7395175,2243687,2556353,306627,9775579,448118,3578068,{'Correction Total': 236679},{'Education Total': 2621543},"{'Assistance and Subsidies': 133845, 'Cash and Securities Total': 15245795}",{'Health Total Expenditure': 120451},1048594,163095,163095,"{'Intergovernmental Expenditure': 1937199, 'Intergovernmental to Combined and Unallocable': 328544}",537479,"{'Natural Resources Construction': 219740, 'Parks': {'Parks Total Expenditure': 38434}}",6239,53480,{'Highways': {'Highways Total Expenditure': 691998}},{'Utilities Current Operation': 4693133},{'Welfare Institution Total Expenditure': 2207830}
246,IDAHO,2014,3606305,502355,8735788,7413191,7493519,2819392,2547193,316331,10449254,445144,3669222,{'Correction Total': 242955},{'Education Total': 2632997},"{'Assistance and Subsidies': 132899, 'Cash and Securities Total': 15844351}",{'Health Total Expenditure': 115317},1215969,153084,153084,"{'Intergovernmental Expenditure': 1978198, 'Intergovernmental to Combined and Unallocable': 326328}",513030,"{'Natural Resources Construction': 214298, 'Parks': {'Parks Total Expenditure': 34234}}",6004,57106,{'Highways': {'Highways Total Expenditure': 694794}},{'Utilities Current Operation': 4753283},{'Welfare Institution Total Expenditure': 2257825}
247,IDAHO,2015,3685377,535759,8869375,7711133,7976885,1266609,2604106,333144,9389447,477478,3976017,{'Correction Total': 256902},{'Education Total': 2786541},"{'Assistance and Subsidies': 137767, 'Cash and Securities Total': 17458432}",{'Health Total Expenditure': 106054},1045682,147869,147869,"{'Intergovernmental Expenditure': 2116292, 'Intergovernmental to Combined and Unallocable': 314437}",542397,"{'Natural Resources Construction': 239601, 'Parks': {'Parks Total Expenditure': 35324}}",6143,58637,{'Highways': {'Highways Total Expenditure': 710683}},{'Utilities Current Operation': 4886006},{'Welfare Institution Total Expenditure': 2334833}
248,IDAHO,2016,3563111,480159,9161671,7947779,8210770,1095800,2618324,372883,9461986,561614,4209366,{'Correction Total': 262967},{'Education Total': 2950125},"{'Assistance and Subsidies': 146131, 'Cash and Securities Total': 18498717}",{'Health Total Expenditure': 107457},1093825,149232,149232,"{'Intergovernmental Expenditure': 2245156, 'Intergovernmental to Combined and Unallocable': 328669}",515041,"{'Natural Resources Construction': 232633, 'Parks': {'Parks Total Expenditure': 35216}}",5303,61694,{'Highways': {'Highways Total Expenditure': 680153}},{'Utilities Current Operation': 5047168},{'Welfare Institution Total Expenditure': 2414088}
249,IDAHO,2017,3363457,457939,9584602,8346147,8539841,3018967,2642174,383702,11722961,581258,4500758,{'Correction Total': 285317},{'Education Total': 3122037},"{'Assistance and Subsidies': 159842, 'Cash and Securities Total': 25640137}",{'Health Total Expenditure': 151848},1111218,141616,141616,"{'Intergovernmental Expenditure': 2414507, 'Intergovernmental to Combined and Unallocable': 580123}",530337,"{'Natural Resources Construction': 243793, 'Parks': {'Parks Total Expenditure': 39977}}",8411,68152,{'Highways': {'Highways Total Expenditure': 704780}},{'Utilities Current Operation': 5299480},{'Welfare Institution Total Expenditure': 2510869}
250,IDAHO,2018,3433664,735937,10438522,9159121,9158102,2737224,2819674,367178,12068171,605287,4848359,{'Correction Total': 293408},{'Education Total': 3387883},"{'Assistance and Subsidies': 170912, 'Cash and Securities Total': 27556468}",{'Health Total Expenditure': 144359},1144504,142614,142614,"{'Intergovernmental Expenditure': 2574230, 'Intergovernmental to Combined and Unallocable': 642519}",564311,"{'Natural Resources Construction': 257487, 'Parks': {'Parks Total Expenditure': 45626}}",8391,70048,{'Highways': {'Highways Total Expenditure': 859662}},{'Utilities Current Operation': 5670325},{'Welfare Institution Total Expenditure': 2729925}
251,IDAHO,2019,3380611,954514,11152978,9769539,9405859,2418748,3106338,387442,12008567,624945,4883696,{'Correction Total': 315775},{'Education Total': 3510731},"{'Assistance and Subsidies': 182093, 'Cash and Securities Total': 28820467}",{'Health Total Expenditure': 185560},1239820,164116,164116,"{'Intergovernmental Expenditure': 2708320, 'Intergovernmental to Combined and Unallocable': 712282}",531100,"{'Natural Resources Construction': 306543, 'Parks': {'Parks Total Expenditure': 46988}}",8685,75107,{'Highways': {'Highways Total Expenditure': 927436}},{'Utilities Current Operation': 5904115},{'Welfare Institution Total Expenditure': 2881978}
252,ILLINOIS,1992,18741630,2075088,26831659,23639362,23103286,4761355,5740717,800708,27864641,2497832,13463435,{'Correction Total': 625412},{'Education Total': 7295009},"{'Assistance and Subsidies': 1549229, 'Cash and Securities Total': 36832098}",{'Health Total Expenditure': 935684},3192297,1260329,1260329,"{'Intergovernmental Expenditure': 6706663, 'Intergovernmental to Combined and Unallocable': 2739371}",2462274,"{'Natural Resources Construction': 261464, 'Parks': {'Parks Total Expenditure': 179544}}",370405,232584,{'Highways': {'Highways Total Expenditure': 2461626}},{'Utilities Current Operation': 12048053},{'Welfare Institution Total Expenditure': 6263736}
253,ILLINOIS,1993,19892834,1951992,28125650,24675405,24971077,5379797,6460059,847282,30350874,2955365,14499812,{'Correction Total': 654805},{'Education Total': 7540365},"{'Assistance and Subsidies': 1452802, 'Cash and Securities Total': 39187647}",{'Health Total Expenditure': 982710},3450245,1290939,1290939,"{'Intergovernmental Expenditure': 7139225, 'Intergovernmental to Combined and Unallocable': 2795790}",2373832,"{'Natural Resources Construction': 247116, 'Parks': {'Parks Total Expenditure': 185386}}",414862,239031,{'Highways': {'Highways Total Expenditure': 2488804}},{'Utilities Current Operation': 12840447},{'Welfare Institution Total Expenditure': 6865288}
254,ILLINOIS,1994,20355305,2011593,29448511,26057936,26595038,5301569,7175426,914650,31896607,3209333,15471781,{'Correction Total': 739784},{'Education Total': 7967623},"{'Assistance and Subsidies': 1562899, 'Cash and Securities Total': 41916504}",{'Health Total Expenditure': 1081918},3390575,1302461,1302461,"{'Intergovernmental Expenditure': 7412264, 'Intergovernmental to Combined and Unallocable': 2946904}",2244249,"{'Natural Resources Construction': 268407, 'Parks': {'Parks Total Expenditure': 235938}}",408137,245168,{'Highways': {'Highways Total Expenditure': 2474219}},{'Utilities Current Operation': 13768719},{'Welfare Institution Total Expenditure': 7324162}
255,ILLINOIS,1995,21950300,2239337,32991313,28844928,29063506,5625597,8165665,949146,34689103,3470758,16589789,{'Correction Total': 815775},{'Education Total': 8505171},"{'Assistance and Subsidies': 1616748, 'Cash and Securities Total': 45333845}",{'Health Total Expenditure': 1229235},4146385,1381077,1381077,"{'Intergovernmental Expenditure': 7989026, 'Intergovernmental to Combined and Unallocable': 3085319}",2479618,"{'Natural Resources Construction': 311245, 'Parks': {'Parks Total Expenditure': 224575}}",417400,271595,{'Highways': {'Highways Total Expenditure': 2650632}},{'Utilities Current Operation': 15618740},{'Welfare Institution Total Expenditure': 8824163}
256,ILLINOIS,1996,22676430,1999463,34111276,30091928,30537262,6684314,8393871,1115663,37221576,3495651,17508290,{'Correction Total': 873100},{'Education Total': 8773134},"{'Assistance and Subsidies': 1541231, 'Cash and Securities Total': 50535868}",{'Health Total Expenditure': 1512257},4019348,1492788,1492788,"{'Intergovernmental Expenditure': 8549064, 'Intergovernmental to Combined and Unallocable': 3173469}",2744011,"{'Natural Resources Construction': 266138, 'Parks': {'Parks Total Expenditure': 202825}}",437004,294643,{'Highways': {'Highways Total Expenditure': 2434886}},{'Utilities Current Operation': 16509382},{'Welfare Institution Total Expenditure': 9377244}
257,ILLINOIS,1997,23800807,2088073,35301874,31266155,32068167,6969899,8713602,1215100,39038066,3500197,18544570,{'Correction Total': 951277},{'Education Total': 9160030},"{'Assistance and Subsidies': 1443970, 'Cash and Securities Total': 59776435}",{'Health Total Expenditure': 1702964},4035719,1526401,1526401,"{'Intergovernmental Expenditure': 9148129, 'Intergovernmental to Combined and Unallocable': 3497911}",2822512,"{'Natural Resources Construction': 268294, 'Parks': {'Parks Total Expenditure': 195020}}",442629,303309,{'Highways': {'Highways Total Expenditure': 2596833}},{'Utilities Current Operation': 17059582},{'Welfare Institution Total Expenditure': 9163553}
258,ILLINOIS,1998,25314532,2008264,35685258,32005330,33786763,6673614,8958993,1207679,40460377,3515529,19771284,{'Correction Total': 1066498},{'Education Total': 9865236},"{'Assistance and Subsidies': 1417828, 'Cash and Securities Total': 66723738}",{'Health Total Expenditure': 1733954},3679928,1614009,1614009,"{'Intergovernmental Expenditure': 9862059, 'Intergovernmental to Combined and Unallocable': 3637062}",2974288,"{'Natural Resources Construction': 285842, 'Parks': {'Parks Total Expenditure': 222700}}",503469,332364,{'Highways': {'Highways Total Expenditure': 2475229}},{'Utilities Current Operation': 17103170},{'Welfare Institution Total Expenditure': 8905100}
259,ILLINOIS,1999,26581939,2045602,38313971,34357838,35686350,7608100,9364928,1253554,43294450,4046062,21211263,{'Correction Total': 1167409},{'Education Total': 10853204},"{'Assistance and Subsidies': 1379440, 'Cash and Securities Total': 76812560}",{'Health Total Expenditure': 1947604},3956133,1711971,1711971,"{'Intergovernmental Expenditure': 10802562, 'Intergovernmental to Combined and Unallocable': 3850475}",2979734,"{'Natural Resources Construction': 339495, 'Parks': {'Parks Total Expenditure': 241200}}",611275,339675,{'Highways': {'Highways Total Expenditure': 2506474}},{'Utilities Current Operation': 18418263},{'Welfare Institution Total Expenditure': 9413465}
260,ILLINOIS,2000,28827990,2103787,41182904,36895333,38758562,9765508,10213600,1570708,48524070,4466248,22788799,{'Correction Total': 1343545},{'Education Total': 12060869},"{'Assistance and Subsidies': 1263638, 'Cash and Securities Total': 86683576}",{'Health Total Expenditure': 2078089},4287571,1825289,1825289,"{'Intergovernmental Expenditure': 12050100, 'Intergovernmental to Combined and Unallocable': 4266634}",3513888,"{'Natural Resources Construction': 403419, 'Parks': {'Parks Total Expenditure': 280448}}",460355,372218,{'Highways': {'Highways Total Expenditure': 2467057}},{'Utilities Current Operation': 19652519},{'Welfare Institution Total Expenditure': 9775188}
261,ILLINOIS,2001,30247654,2898058,45170257,40244967,40226623,7121574,11027128,1831669,47348197,4635424,23150229,{'Correction Total': 1390834},{'Education Total': 12930797},"{'Assistance and Subsidies': 1322561, 'Cash and Securities Total': 89509545}",{'Health Total Expenditure': 2331657},4925290,1986825,1986825,"{'Intergovernmental Expenditure': 12770065, 'Intergovernmental to Combined and Unallocable': 4513147}",3690743,"{'Natural Resources Construction': 441727, 'Parks': {'Parks Total Expenditure': 290245}}",477831,390950,{'Highways': {'Highways Total Expenditure': 3226467}},{'Utilities Current Operation': 21267458},{'Welfare Institution Total Expenditure': 10629912}
262,ILLINOIS,2002,34760529,3440150,49131377,42678167,40339722,755069,11435066,1914257,41094791,4664310,22474774,{'Correction Total': 1359318},{'Education Total': 14098492},"{'Assistance and Subsidies': 1312210, 'Cash and Securities Total': 89503980}",{'Health Total Expenditure': 2573875},6453210,1846927,1846927,"{'Intergovernmental Expenditure': 13090976, 'Intergovernmental to Combined and Unallocable': 4672026}",3760872,"{'Natural Resources Construction': 454399, 'Parks': {'Parks Total Expenditure': 443212}}",449662,392153,{'Highways': {'Highways Total Expenditure': 3655570}},{'Utilities Current Operation': 22987904},{'Welfare Institution Total Expenditure': 10940019}
263,ILLINOIS,2003,46688761,3637228,51291090,43954103,40815713,3607115,12027338,1845165,44422828,4826429,22211693,{'Correction Total': 1369510},{'Education Total': 14118807},"{'Assistance and Subsidies': 1248491, 'Cash and Securities Total': 87544459}",{'Health Total Expenditure': 2569793},7336987,2071586,2071586,"{'Intergovernmental Expenditure': 13369662, 'Intergovernmental to Combined and Unallocable': 4780505}",3692329,"{'Natural Resources Construction': 422712, 'Parks': {'Parks Total Expenditure': 554371}}",347183,407932,{'Highways': {'Highways Total Expenditure': 3834256}},{'Utilities Current Operation': 23627136},{'Welfare Institution Total Expenditure': 11478589}
